graph_seed,architecture,scenario,balancing,model_seed,explainer,val_pr_auc,n_tp,spearman_mean,plaus_edge_mean,plaus_feat_mean,shap_conc_mean,fid_plus_mean,fid_minus_mean,subgraph_n_nodes,pg_degenerate
0,TAGCN,1:50,class_weighting,44,GNNExplainer,0.982,30,0.867,0.428,0.3,nan,0.602,-0.058,32,
0,TAGCN,1:50,class_weighting,44,PGExplainer,0.982,30,nan,0.858,nan,nan,0.066,0.249,32,no
0,TAGCN,1:50,class_weighting,44,GNNShap,0.982,30,0.956,nan,0.1,0.926,0.429,0.163,32,
0,TAGCN,1:50,focal_loss,42,GNNExplainer,0.991,30,0.927,0.417,0.267,nan,0.327,-0.18,32,
0,TAGCN,1:50,focal_loss,42,PGExplainer,0.991,30,nan,0.878,nan,nan,-0.001,0.097,32,no
0,TAGCN,1:50,focal_loss,42,GNNShap,0.991,30,0.986,nan,0.233,0.953,0.335,0.044,32,
0,TAGCN,1:50,focal_loss,43,GNNExplainer,0.991,30,0.932,0.388,0.2,nan,0.426,-0.19,32,
0,TAGCN,1:50,focal_loss,43,PGExplainer,0.991,30,nan,0.89,nan,nan,-0.025,0.134,32,no
0,TAGCN,1:50,focal_loss,43,GNNShap,0.991,30,0.987,nan,0.167,0.946,0.199,-0.001,32,
0,TAGCN,1:50,focal_loss,44,GNNExplainer,0.992,30,0.923,0.383,0.333,nan,0.39,-0.169,30,
0,TAGCN,1:50,focal_loss,44,PGExplainer,0.992,30,nan,0.834,nan,nan,-0.005,0.109,30,no
0,TAGCN,1:50,focal_loss,44,GNNShap,0.992,30,0.986,nan,0.2,0.953,0.235,0.035,30,
0,TAGCN,1:100,none,42,GNNExplainer,0.974,30,0.951,0.368,0.267,nan,0.648,0.036,33,
0,TAGCN,1:100,none,42,PGExplainer,0.974,30,nan,0.839,nan,nan,0.013,0.33,33,no
0,TAGCN,1:100,none,42,GNNShap,0.974,30,0.975,nan,0.1,0.936,0.082,-0.025,33,
0,TAGCN,1:100,none,43,GNNExplainer,0.971,30,0.957,0.331,0.233,nan,0.679,0.158,34,
0,TAGCN,1:100,none,43,PGExplainer,0.971,30,nan,0.831,nan,nan,0.035,0.466,34,no
0,TAGCN,1:100,none,43,GNNShap,0.971,30,0.977,nan,0.133,0.935,0.101,0.063,34,
0,TAGCN,1:100,none,44,GNNExplainer,0.956,30,0.942,0.394,0.3,nan,0.523,-0.026,33,
0,TAGCN,1:100,none,44,PGExplainer,0.956,30,nan,0.909,nan,nan,0.094,0.197,33,no
0,TAGCN,1:100,none,44,GNNShap,0.956,30,0.979,nan,0.033,0.919,0.047,-0.145,33,
0,TAGCN,1:100,class_weighting,42,GNNExplainer,0.969,30,0.918,0.471,0.3,nan,0.797,-0.016,32,
0,TAGCN,1:100,class_weighting,42,PGExplainer,0.969,30,nan,0.849,nan,nan,0.12,0.245,32,no
0,TAGCN,1:100,class_weighting,42,GNNShap,0.969,30,0.968,nan,0.133,0.914,0.334,0.442,32,
0,TAGCN,1:100,class_weighting,43,GNNExplainer,0.962,30,0.935,0.483,0.3,nan,0.681,0.1,32,
0,TAGCN,1:100,class_weighting,43,PGExplainer,0.962,30,nan,0.856,nan,nan,0.081,0.33,32,no
0,TAGCN,1:100,class_weighting,43,GNNShap,0.962,30,0.966,nan,0.133,0.921,0.293,0.376,32,
0,TAGCN,1:100,class_weighting,44,GNNExplainer,0.965,30,0.924,0.509,0.233,nan,0.629,0.071,32,
0,TAGCN,1:100,class_weighting,44,PGExplainer,0.965,30,nan,0.848,nan,nan,0.162,0.287,32,no
0,TAGCN,1:100,class_weighting,44,GNNShap,0.965,30,0.965,nan,0.133,0.92,0.336,0.298,32,
0,TAGCN,1:100,focal_loss,42,GNNExplainer,0.985,30,0.918,0.382,0.167,nan,0.478,-0.087,33,
0,TAGCN,1:100,focal_loss,42,PGExplainer,0.985,30,nan,0.879,nan,nan,0.004,0.22,33,no
0,TAGCN,1:100,focal_loss,42,GNNShap,0.985,30,0.992,nan,0.1,0.931,0.188,0.035,33,
0,TAGCN,1:100,focal_loss,43,GNNExplainer,0.985,30,0.915,0.341,0.133,nan,0.341,-0.088,32,
0,TAGCN,1:100,focal_loss,43,PGExplainer,0.985,30,nan,0.792,nan,nan,-0.006,0.165,32,no
0,TAGCN,1:100,focal_loss,43,GNNShap,0.985,30,0.989,nan,0.233,0.945,0.144,0.048,32,
0,TAGCN,1:100,focal_loss,44,GNNExplainer,0.985,30,0.924,0.404,0.233,nan,0.411,-0.109,33,
0,TAGCN,1:100,focal_loss,44,PGExplainer,0.985,30,nan,0.831,nan,nan,0.002,0.174,33,no
0,TAGCN,1:100,focal_loss,44,GNNShap,0.985,30,0.99,nan,0.1,0.939,0.159,0.041,33,
0,TAGCN,natural,none,42,GNNExplainer,0.996,30,0.881,0.378,0.533,nan,0.683,0.026,27,
0,TAGCN,natural,none,42,PGExplainer,0.996,30,nan,0.856,nan,nan,0.126,0.254,27,no
0,TAGCN,natural,none,42,GNNShap,0.996,30,0.963,nan,0.1,0.964,0.404,0.175,27,
0,TAGCN,natural,none,43,GNNExplainer,0.996,30,0.899,0.364,0.433,nan,0.607,0.04,27,
0,TAGCN,natural,none,43,PGExplainer,0.996,30,nan,0.876,nan,nan,0.024,0.275,27,no
0,TAGCN,natural,none,43,GNNShap,0.996,30,0.972,nan,0.1,0.965,0.367,0.218,27,
0,TAGCN,natural,none,44,GNNExplainer,0.995,30,0.87,0.411,0.667,nan,0.606,0.035,28,
0,TAGCN,natural,none,44,PGExplainer,0.995,30,nan,0.878,nan,nan,0.099,0.235,28,no
0,TAGCN,natural,none,44,GNNShap,0.995,30,0.966,nan,0.167,0.957,0.353,0.242,28,
0,TAGCN,natural,class_weighting,42,GNNExplainer,0.994,30,0.844,0.479,0.533,nan,0.645,0.01,29,
0,TAGCN,natural,class_weighting,42,PGExplainer,0.994,30,nan,0.895,nan,nan,0.128,0.175,29,no
0,TAGCN,natural,class_weighting,42,GNNShap,0.994,30,0.959,nan,0.067,0.971,0.537,0.233,29,
0,TAGCN,natural,class_weighting,43,GNNExplainer,0.995,30,0.862,0.433,0.333,nan,0.674,0.052,27,
0,TAGCN,natural,class_weighting,43,PGExplainer,0.995,30,nan,0.866,nan,nan,0.077,0.288,27,no
0,TAGCN,natural,class_weighting,43,GNNShap,0.995,30,0.962,nan,0.033,0.965,0.548,0.177,27,
0,TAGCN,natural,class_weighting,44,GNNExplainer,0.993,30,0.832,0.416,0.5,nan,0.558,-0.007,28,
0,TAGCN,natural,class_weighting,44,PGExplainer,0.993,30,nan,0.865,nan,nan,0.098,0.177,28,no
0,TAGCN,natural,class_weighting,44,GNNShap,0.993,30,0.961,nan,0.067,0.96,0.554,0.144,28,
0,TAGCN,natural,focal_loss,42,GNNExplainer,0.995,30,0.852,0.394,0.433,nan,0.357,-0.11,27,
0,TAGCN,natural,focal_loss,42,PGExplainer,0.995,30,nan,0.855,nan,nan,-0.007,0.113,27,no
0,TAGCN,natural,focal_loss,42,GNNShap,0.995,30,0.985,nan,0.1,0.962,0.373,0.068,27,
0,TAGCN,natural,focal_loss,43,GNNExplainer,0.994,30,0.885,0.383,0.333,nan,0.333,-0.089,28,
0,TAGCN,natural,focal_loss,43,PGExplainer,0.994,30,nan,0.857,nan,nan,-0.027,0.139,28,no
0,TAGCN,natural,focal_loss,43,GNNShap,0.994,30,0.983,nan,0.067,0.97,0.359,0.106,28,
0,TAGCN,natural,focal_loss,44,GNNExplainer,0.994,30,0.856,0.377,0.367,nan,0.333,-0.133,27,
0,TAGCN,natural,focal_loss,44,PGExplainer,0.994,30,nan,0.829,nan,nan,0.023,0.07,27,no
0,TAGCN,natural,focal_loss,44,GNNShap,0.994,30,0.985,nan,0.067,0.959,0.313,0.066,27,
