graph_seed,architecture,scenario,balancing,model_seed,explainer,node,node_typ,spearman,plaus_edge,plaus_feat,shap_conc,fid_plus,fid_minus,sub_n_nodes
0,GraphSAGE,1:1,none,43,GNNExplainer,8404,2,0.9666165413533834,0.375,1.0,,0.9313790798187256,-0.004713892936706543,25
0,GraphSAGE,1:1,none,43,GNNExplainer,8870,2,0.8578947368421053,0.5,1.0,,0.06055712699890137,-0.00034105777740478516,20
0,GraphSAGE,1:1,none,43,GNNExplainer,9350,4,0.881203007518797,0.525,0.0,,0.9830626845359802,-0.015831470489501953,36
0,GraphSAGE,1:1,none,43,GNNExplainer,8226,1,0.9248120300751879,0.5238095238095238,0.0,,0.4674663543701172,-5.245208740234375e-05,33
0,GraphSAGE,1:1,none,43,GNNExplainer,8331,1,0.43999999999999995,0.5952380952380952,1.0,,0.7332644462585449,-1.1920928955078125e-07,30
0,GraphSAGE,1:1,none,43,GNNExplainer,8747,2,0.9664661654135337,0.5,1.0,,0.9908244609832764,-0.006368815898895264,19
0,GraphSAGE,1:1,none,43,GNNExplainer,8825,2,0.8917293233082704,0.5,1.0,,0.7030681371688843,-0.24069148302078247,26
0,GraphSAGE,1:1,none,43,GNNExplainer,8461,2,0.9118796992481203,0.5,1.0,,0.9438179135322571,-0.0035167932510375977,20
0,GraphSAGE,1:1,none,43,GNNExplainer,8802,2,0.9118796992481203,0.6666666666666666,1.0,,0.9046957492828369,-0.009151101112365723,19
0,GraphSAGE,1:1,none,43,GNNExplainer,9462,4,0.8906766917293233,0.575,1.0,,0.9232076406478882,-4.2319297790527344e-05,33
0,GraphSAGE,1:1,none,43,GNNExplainer,8029,1,0.8854135338345863,0.4090909090909091,0.0,,0.8786270618438721,-0.08835840225219727,25
0,GraphSAGE,1:1,none,43,GNNExplainer,9154,3,0.900751879699248,0.4666666666666667,0.0,,0.9750309586524963,-0.019457697868347168,29
0,GraphSAGE,1:1,none,43,GNNExplainer,8749,2,0.9485714285714286,0.5,1.0,,0.8971742987632751,-0.0851941704750061,19
0,GraphSAGE,1:1,none,43,GNNExplainer,9471,4,0.8225563909774435,0.525,1.0,,0.9641879200935364,-0.0003465414047241211,33
0,GraphSAGE,1:1,none,43,GNNExplainer,8319,1,0.8586466165413533,0.5666666666666667,1.0,,0.9960132837295532,-0.002669095993041992,23
0,GraphSAGE,1:1,none,43,GNNExplainer,9540,4,0.8221052631578948,0.43333333333333335,0.0,,0.9942742586135864,-0.004369795322418213,32
0,GraphSAGE,1:1,none,43,GNNExplainer,9115,3,0.9463157894736842,0.5416666666666666,0.0,,0.9148674607276917,-0.029383063316345215,28
0,GraphSAGE,1:1,none,43,GNNExplainer,9266,4,0.8425563909774436,0.375,1.0,,0.9957091212272644,-0.0023728013038635254,30
0,GraphSAGE,1:1,none,43,GNNExplainer,8333,1,0.766766917293233,0.5238095238095238,1.0,,0.9915134906768799,-0.00040775537490844727,33
0,GraphSAGE,1:1,none,43,GNNExplainer,8634,2,0.9521804511278195,0.3333333333333333,1.0,,0.719109296798706,-0.0018300414085388184,24
0,GraphSAGE,1:1,none,43,GNNExplainer,8666,2,0.8344360902255639,0.25,1.0,,0.009426534175872803,3.4570693969726562e-06,24
0,GraphSAGE,1:1,none,43,GNNExplainer,8147,1,0.925112781954887,0.5294117647058824,0.0,,0.9754081964492798,-0.004069864749908447,28
0,GraphSAGE,1:1,none,43,GNNExplainer,9407,4,0.6978947368421051,0.3888888888888889,0.0,,0.9990968108177185,-2.777576446533203e-05,40
0,GraphSAGE,1:1,none,43,GNNExplainer,9460,4,0.8064661654135339,0.525,0.0,,0.9645702838897705,-0.00015020370483398438,35
0,GraphSAGE,1:1,none,43,PGExplainer,9141,3,,1.0,,,0.0,0.004495441913604736,30
0,GraphSAGE,1:1,none,43,PGExplainer,8053,1,,0.9772727272727273,,,0.0,0.0,83
0,GraphSAGE,1:1,none,43,PGExplainer,8265,1,,0.9473684210526315,,,2.7418136596679688e-06,0.15765225887298584,34
0,GraphSAGE,1:1,none,43,PGExplainer,8270,1,,1.0,,,0.0003364086151123047,0.7011878490447998,25
0,GraphSAGE,1:1,none,43,PGExplainer,8107,1,,1.0,,,0.0,0.0,83
0,GraphSAGE,1:1,none,43,PGExplainer,8285,1,,0.9615384615384616,,,7.236003875732422e-05,0.03625905513763428,27
0,GraphSAGE,1:1,none,43,PGExplainer,8404,2,,0.625,,,0.6325283050537109,-0.0047310590744018555,25
0,GraphSAGE,1:1,none,43,PGExplainer,8870,2,,0.6666666666666666,,,0.01919800043106079,-0.00033664703369140625,20
0,GraphSAGE,1:1,none,43,PGExplainer,9350,4,,0.975,,,0.002192080020904541,0.8339791297912598,36
0,GraphSAGE,1:1,none,43,PGExplainer,8226,1,,0.9285714285714286,,,-7.271766662597656e-06,0.4674663543701172,33
0,GraphSAGE,1:1,none,43,PGExplainer,8331,1,,0.9761904761904762,,,0.0,0.022942543029785156,30
0,GraphSAGE,1:1,none,43,PGExplainer,8747,2,,1.0,,,0.8543771505355835,-0.006384670734405518,19
0,GraphSAGE,1:1,none,43,PGExplainer,8825,2,,0.75,,,0.41968730092048645,-0.24317920207977295,26
0,GraphSAGE,1:1,none,43,PGExplainer,8461,2,,1.0,,,0.7211422920227051,-0.003516674041748047,20
0,GraphSAGE,1:1,none,43,PGExplainer,8802,2,,1.0,,,0.8257380127906799,-0.009154558181762695,19
0,GraphSAGE,1:1,none,43,PGExplainer,9462,4,,0.975,,,1.0848045349121094e-05,0.22836124897003174,33
0,GraphSAGE,1:1,none,43,PGExplainer,8029,1,,0.9545454545454546,,,0.010940790176391602,0.28266167640686035,25
0,GraphSAGE,1:1,none,43,PGExplainer,9154,3,,1.0,,,0.0,0.004997313022613525,29
0,GraphSAGE,1:1,none,43,PGExplainer,8749,2,,1.0,,,0.835394561290741,-0.08518475294113159,19
0,GraphSAGE,1:1,none,43,PGExplainer,9471,4,,0.975,,,0.0002681612968444824,0.9641879200935364,33
0,GraphSAGE,1:1,none,43,PGExplainer,8319,1,,1.0,,,-0.00046253204345703125,0.5436872243881226,23
0,GraphSAGE,1:1,none,43,PGExplainer,9540,4,,0.9666666666666667,,,0.000980079174041748,0.9540665149688721,32
0,GraphSAGE,1:1,none,43,PGExplainer,9115,3,,1.0,,,0.0035105347633361816,0.08769375085830688,28
0,GraphSAGE,1:1,none,43,PGExplainer,9266,4,,0.9166666666666666,,,-0.0004013180732727051,0.5817766785621643,30
0,GraphSAGE,1:1,none,43,PGExplainer,8333,1,,0.9761904761904762,,,8.463859558105469e-06,0.3239020109176636,33
0,GraphSAGE,1:1,none,43,PGExplainer,8634,2,,1.0,,,0.7054043412208557,-0.0018321871757507324,24
0,GraphSAGE,1:1,none,43,PGExplainer,8666,2,,0.875,,,0.12885695695877075,-0.00010228157043457031,24
